Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination	Estimate 1 (millions USD)	Estimate 2 (millions USD)
n.a.	GI	GI	GB	143.7071038	65.10387729
GB	IM	GI	GB	6.395366194	2.818403715
n.a.	IM	GI	GB	0.273785079	0.120655622
IT	IT	GI	GB	10.88295688	4.796060956
SA	LI	GI	GB	35.33950752	15.57393217
NZ	NZ	GI	GB	1.46795197	0.646918591
ZA	ZA	GI	GB	0.694444444	0.306037957
AE	AE	GI	GB	1.03626943	0.456678402
GB	GB	GI	GB	49.42851344	21.78288181
US	GB	GI	GB	13.82405745	6.092188266
n.a.	GB	GI	GB	6.323596423	2.786775161
US	US	GI	GB	245.3569898	108.1275146
GB	VG	GI	GB	3077.163904	1356.089693
GR	BE	GR	GB	34.33133733	18.05502067
GR	GR	GR	GB	2529.97816	1330.528069
SA	SA	GR	GB	0.888070391	0.467040626
GB	GB	GR	GB	0.296023464	0.155680209
US	US	GR	GB	1.530864198	0.805089079
n.a.	n.a.	GT	GB	0	8766.9204
n.a.	n.a.	GG	GB	0	9765.721
DE	DE	HU	GB	0.259067358	0.273107941
HU	HU	HU	GB	2.083333333	2.196243024
GB	HU	HU	GB	14.37125749	1.52E+01
n.a.	HU	HU	GB	9.096350342	9.589342073
IL	IL	HU	GB	79.92633517	84.25807492
US	US	HU	GB	37.64658184	39.68690052
IS	IS	IS	GB	124.5881702	564.4492113
n.a.	LU	IS	GB	3.993055556	18.09061852
n.a.	NL	IS	GB	7.986111111	36.18123705
n.a.	GB	IS	GB	0.296023464	1.341140257
n.a.	n.a.	IS	GB	2.15103181	9.74529289
DK	DK	IN	GB	0.694444444	0.716024596
FR	FR	IN	GB	0.399201597	0.411606953
DE	DE	IN	GB	0.259067358	2.67E-01
IN	IN	IN	GB	13545.6755	13966.61304
US	LU	IN	GB	0.888070391	0.91566755
HK	MU	IN	GB	3.10880829	3.205415808
IN	MU	IN	GB	58.76133961	60.58737282
US	MU	IN	GB	0.777202073	0.801353952
SG	SG	IN	GB	17.59425494	18.14100377
AE	AE	IN	GB	0.259067358	0.267117984
JP	GB	IN	GB	10.59027778	10.91937509
GB	GB	IN	GB	338.9213419	349.4534644
US	US	IN	GB	92.02530854	9.49E+01
n.a.	n.a.	IN	GB	0.598802395	0.61741043
ID	ID	ID	GB	57.45361982	0
IR	IR	IR	GB	134.2445916	0
AU	AU	IE	GB	4.38374165	4.827378947
BH	BH	IE	GB	2.600958248	2.86417679
BE	BE	IE	GB	5.475701574	6.03E+00
n.a.	BE	IE	GB	4.286419753	4.720208016
GB	BM	IE	GB	0.197991968	0.218028874
US	BM	IE	GB	24.4266627	26.89865569
n.a.	BM	IE	GB	2.07253886	2.282281042
CA	CA	IE	GB	1.759778731	1.937869399
US	KY	IE	GB	54.18599047	59.66964537
n.a.	KY	IE	GB	0.638223351	0.702811939
n.a.	HK	IE	GB	0.30617284	0.337157715
CN	CN	IE	GB	24.86597094	27.38242219
CH	CY	IE	GB	1.03626943	1.141140521
n.a.	CY	IE	GB	0.173611111	0.19118066
DK	DK	IE	GB	0.590501014	0.650260073
FR	FR	IE	GB	86.56812296	95.32886918
DE	DE	IE	GB	146.4089638	161.2256392
US	GG	IE	GB	19.39323346	21.35584037
HK	IE	IE	GB	27.44695414	3.04E+01
FR	IE	IE	GB	9.90448884	10.95705056
IE	IE	IE	GB	10386.56713	11490.35987
IT	IE	IE	GB	39.57219251	43.77757611
NL	IE	IE	GB	107.4074074	1.19E+02
ES	IE	IE	GB	794.5679012	879.0075697
GB	IE	IE	GB	244.5139159	270.4986983
US	IE	IE	GB	296.7193248	3.28E+02
n.a.	IE	IE	GB	541.5936381	599.1494331
IE	IM	IE	GB	108.5075166	1.19E+02
GB	IM	IE	GB	18.18181818	20.02182914
n.a.	IM	IE	GB	4.074614911	4.486968396
IT	IT	IE	GB	0.296023464	0.325981217
JP	JP	IE	GB	55.25365588	6.08E+01
IE	JY	IE	GB	256.7202214	282.7004626
GB	JY	IE	GB	2720.604757	2995.931598
n.a.	JY	IE	GB	10.62172209	11.69664677
KR	KR	IE	GB	12.5	13.76500753
FR	LU	IE	GB	14.24870466	15.69068216
IE	LU	IE	GB	489.0007503	538.487921
GB	LU	IE	GB	12.31831395	13.56493475
US	LU	IE	GB	13.17829457	1.45E+01
n.a.	LU	IE	GB	0.197713088	2.18E-01
n.a.	MT	IE	GB	0.011646586	0.012825228
IE	NL	IE	GB	12.72900894	14.01719231
NL	NL	IE	GB	4.88870866	5.38E+00
RU	NL	IE	GB	52.96790123	58.32828477
US	NL	IE	GB	61.39896373	6.76E+01
n.a.	NL	IE	GB	1.32502947	1.459123251
NO	NO	IE	GB	5.207538245	5.73E+00
RU	RU	IE	GB	6.512516199	7.171586764
SG	SG	IE	GB	28.17545125	31.0268239
ZA	ZA	IE	GB	0.296023464	0.325981217
ES	ES	IE	GB	0.391096693	0.430675914
SE	SE	IE	GB	2.109323021	2.322787782
CH	CH	IE	GB	3.530422398	3.887703273
n.a.	CH	IE	GB	0.790852353	0.870887088
AE	AE	IE	GB	1.209234412	1.331609663
IE	GB	IE	GB	111.5643497	1.23E+02
GB	GB	IE	GB	479.5158139	528.0431033
n.a.	GB	IE	GB	49.53607655	54.54915736
US	US	IE	GB	3506.186897	3.86E+03
HK	VG	IE	GB	121.4730255	133.7661689
IE	VG	IE	GB	43.90802892	48.35154791
n.a.	VG	IE	GB	1.185367409	1.305327306
n.a.	n.a.	IE	GB	262.2110302	288.7469445
GB	BM	IM	GB	57.60401009	326.9792581
CA	CA	IM	GB	15.33196441	87.02925959
FR	FR	IM	GB	0.205338809	1.165570441
IN	IN	IM	GB	0.347222222	1.970947239
US	IE	IM	GB	89.91205818	5.10E+02
LR	LR	IM	GB	0.259067358	1.470551308
n.a.	LU	IM	GB	4.664494934	26.47720342
MY	MY	IM	GB	521.1229494	2958.064814
NO	NO	IM	GB	0.508920583	2.888800178
n.a.	PA	IM	GB	2.73767685	15.53995189
SA	SA	IM	GB	13.55995265	7.70E+01
SG	SG	IM	GB	4.935180844	28.01370544
ZA	ZA	IM	GB	57.03221363	323.7335538
ES	ES	IM	GB	232.0987654	1.32E+03
KN	KN	IM	GB	0.197713088	1.122284348
CH	CH	IM	GB	27.54491018	1.56E+02
US	US	IM	GB	7.8500651	44.5595447
CN	CN	IL	GB	1.834939963	2.08521424
IL	CW	IL	GB	4.144328491	4.709588848
US	IE	IL	GB	0.592046927	0.672798407
IL	IL	IL	GB	832.2704104	9.46E+02
n.a.	NL	IL	GB	5.588822355	6.351102596
CH	CH	IL	GB	3.993055556	4.54E+00
US	US	IL	GB	36.88095523	41.91128571
n.a.	n.a.	IL	GB	0.136892539	0.155563821
AT	AT	IT	GB	0.313194254	0.208887291
n.a.	BE	IT	GB	0.731779187	0.488065697
NL	BM	IT	GB	0.694444444	0.463165006
BR	BR	IT	GB	4.242314891	2.83E+00
CA	CA	IT	GB	1.534325994	1.023330397
n.a.	KY	IT	GB	0.004396985	0.002932603
CN	HK	IT	GB	280.9117716	187.3562437
FR	FR	IT	GB	49.95066616	33.31497689
DE	DE	IT	GB	2.574095081	1.72E+00
n.a.	GG	IT	GB	1.687566832	1.12553554
US	IE	IT	GB	1.03626943	0.691147782
IT	IT	IT	GB	7503.305566	5004.386743
JP	JP	IT	GB	44.61115637	29.7537502
IT	JY	IT	GB	52.21990796	38.51935653
n.a.	JY	IT	GB	10.22956313	7.545708228
EG	LU	IT	GB	0.888070391	0.592305305
FR	LU	IT	GB	3.15177923	2.102103141
IT	LU	IT	GB	31.85227089	21.24411445
PT	LU	IT	GB	0.347222222	0.231582503
QA	LU	IT	GB	11.76470588	7.85E+00
US	LU	IT	GB	5.958549223	3.974099745
n.a.	LU	IT	GB	4.529781878	3.021172492
MY	MY	IT	GB	2.083333333	1.389495019
IT	MC	IT	GB	45.96795157	30.65867509
IT	NL	IT	GB	151.8990492	101.3102267
n.a.	NL	IT	GB	9.32642487	6.220330035
QA	QA	IT	GB	1.604278075	1.06998547
CH	CH	IT	GB	10.81307955	7.211865685
n.a.	CH	IT	GB	0.592046927	0.394870203
IT	GB	IT	GB	22.97444431	15.32298045
GB	GB	IT	GB	15.1483954	10.10333758
US	GB	IT	GB	4961.520715	3309.123995
US	US	IT	GB	1019.41456	679.9062978
n.a.	n.a.	IT	GB	12.85764531	8.57550438
CA	CA	JM	GB	1.5625	3.991964872
JM	JM	JM	GB	3.657791114	9.345135128
JP	JP	JP	GB	72643.81164	67631.77915
CH	CH	JP	GB	103.1236259	96.00865008
US	US	JP	GB	1.041666667	9.70E-01
n.a.	BM	JY	GB	1.848049281	1.848049281
CH	JY	JY	GB	16.56399726	16.56399726
GB	JY	JY	GB	4967.360904	4967.360904
n.a.	JY	JY	GB	0.179533214	1.80E-01
US	US	JY	GB	156.3121282	156.3121282
n.a.	n.a.	JY	GB	0	6.83E+04
JO	JO	JO	GB	36.75564682	36.75564682
CH	JY	KZ	GB	1.834939963	1.834939963
KZ	KZ	KZ	GB	1.599310467	1.599310467
KE	KE	KE	GB	0.296023464	0
KR	KR	KR	GB	2106.313888	3.60E+03
GB	GB	KR	GB	3.626943005	6.191105588
US	US	KR	GB	3.993055556	6.816051018
n.a.	n.a.	KR	GB	3.467623507	5.919150988
KW	KW	KW	GB	267.8282288	400.113
n.a.	n.a.	LV	GB	5.925925926	5.925925926
LB	LB	LB	GB	30.44200904	90.3959
n.a.	HK	LR	GB	3.980246914	3.980246914
LR	LR	LR	GB	575.9423305	575.9423305
MY	MY	LR	GB	1.184093854	1.18E+00
RU	RU	LR	GB	0.30617284	0.30617284
SA	SA	LR	GB	0.197713088	0.197713088
n.a.	GB	LR	GB	0.781672939	0.781672939
LY	LY	LY	GB	335.8018399	335.8018399
CL	CL	LI	GB	2300.718133	3301.890029
FR	FR	LI	GB	0.195548346	0.280642433
DE	DE	LI	GB	2.960234636	4.248399267
AT	LI	LI	GB	187.2968311	313.508322
IN	LI	LI	GB	10.3626943	1.73E+01
LI	LI	LI	GB	54.64479317	9.15E+01
SA	LI	LI	GB	15.06982665	2.52E+01
ZA	LI	LI	GB	10.81451061	1.81E+01
SE	LI	LI	GB	4.898765432	8.199838306
GB	LI	LI	GB	154.5502229	258.6951459
n.a.	LI	LI	GB	70.35668227	117.767104
CN	CN	LT	GB	3.79241517	3.79241517
IN	IN	LT	GB	1.19760479	1.19760479
LT	LT	LT	GB	5.35008526	5.35008526
AU	AU	LU	GB	1583.483789	1.85E+03
n.a.	BS	LU	GB	2.943189596	3.44E+00
BE	BE	LU	GB	548.5934203	640.4094132
CH	BE	LU	GB	6.994818653	8.165514829
n.a.	BE	LU	GB	4.094517924	4.779801806
AU	BM	LU	GB	25.68915948	3.00E+01
CA	BM	LU	GB	0.593139265	0.692410726
HK	BM	LU	GB	37.66122966	43.96444633
US	BM	LU	GB	480.620155	561.0597212
n.a.	BM	LU	GB	9.375	10.94405807
BR	BR	LU	GB	1.834939963	2.142046881
CA	CA	LU	GB	213.5262832	249.2633646
BH	KY	LU	GB	13.32105586	15.55055028
CA	KY	LU	GB	124.1157189	144.8884944
CN	KY	LU	GB	11.68291098	13.63823533
FI	KY	LU	GB	30.38194444	35.46685486
FR	KY	LU	GB	8.501662794	9.92455374
TH	KY	LU	GB	2.590673575	3.024264752
US	KY	LU	GB	1643.631164	1918.719457
n.a.	KY	LU	GB	39.21405437	45.7771614
CN	CN	LU	GB	18.47743955	21.56993829
n.a.	CW	LU	GB	1.550387597	1.809870068
UA	CY	LU	GB	384.7407828	449.1333833
n.a.	CY	LU	GB	0.694444444	0.810670968
CZ	CZ	LU	GB	110.5847953	129.0929516
FR	FR	LU	GB	276.8937015	323.2363465
DE	DE	LU	GB	457.2151966	533.737564
IT	GI	LU	GB	1404.463048	1639.522683
GR	GR	LU	GB	8.039921793	9.385532905
GB	GG	LU	GB	1264.755191	1476.432454
n.a.	GG	LU	GB	0.296023464	0.345567784
IN	IN	LU	GB	0.592046927	0.691135568
IE	IE	LU	GB	85.26945293	9.95E+01
RU	IE	LU	GB	17.76447106	20.73764297
US	IE	LU	GB	2894.424379	3378.853171
n.a.	IE	LU	GB	0.173611111	0.202667742
US	IM	LU	GB	169.1814646	197.4967224
IT	IT	LU	GB	321.6530027	375.4868416
JP	JP	LU	GB	477.3287473	557.2174431
RU	JY	LU	GB	3.848305027	4.497816174
SE	JY	LU	GB	92.71857302	108.3674746
GB	JY	LU	GB	2330.157469	2723.43795
KR	KR	LU	GB	298.4031936	3.48E+02
US	LI	LU	GB	202.6559154	236.5736647
AR	LU	LU	GB	1.530591365	1.80E+00
AT	LU	LU	GB	7.339759851	8.613588639
AZ	LU	LU	GB	10.37037037	12.17016717
BE	LU	LU	GB	108.0357255	126.7855239
CA	LU	LU	GB	19.86517585	2.33E+01
HK	LU	LU	GB	55.30864198	64.90755826
EG	LU	LU	GB	47.71524926	55.99631831
FR	LU	LU	GB	776.1657091	9.11E+02
DE	LU	LU	GB	192.9114429	2.26E+02
IN	LU	LU	GB	135.2602757	1.59E+02
IT	LU	LU	GB	153.3891325	1.80E+02
LB	LU	LU	GB	0.518134715	6.08E-01
LU	LU	LU	GB	71.08587409	83.42295795
NG	LU	LU	GB	41.6234885	48.84732129
PT	LU	LU	GB	6.558724084	7.697002682
QA	LU	LU	GB	120.0050736	140.8321743
RU	LU	LU	GB	14.56192134	17.0891695
SA	LU	LU	GB	0.740740741	0.869297655
SG	LU	LU	GB	14.64555809	17.18732157
ZA	LU	LU	GB	310.4718417	364.3547994
ES	LU	LU	GB	213.8298888	2.51E+02
SE	LU	LU	GB	261.4958958	3.07E+02
CH	LU	LU	GB	63.39478857	7.44E+01
GB	LU	LU	GB	5627.256092	6.60E+03
US	LU	LU	GB	3738.58555	4.39E+03
n.a.	LU	LU	GB	1268.433624	1488.572607
n.a.	MT	LU	GB	0.868055556	1.01333871
n.a.	MH	LU	GB	1.834939963	2.142046881
IT	NL	LU	GB	203.4395083	237.4884045
NL	NL	LU	GB	944.6108724	1102.706799
US	NL	LU	GB	319.4590867	372.9257383
n.a.	NL	LU	GB	9.995680871	1.17E+01
NZ	NZ	LU	GB	26.10605032	3.05E+01
OM	OM	LU	GB	1.480117318	1.73E+00
PL	PL	LU	GB	0.30617284	3.57E-01
PT	PT	LU	GB	1.857722051	2.168641921
QA	QA	LU	GB	821.4189711	958.896738
RU	RU	LU	GB	16.74635276	19.54912609
SA	SA	LU	GB	16.87333743	19.69736369
ZA	ZA	LU	GB	137.3428864	160.3294425
ES	ES	LU	GB	320.4989118	374.1395949
SE	SE	LU	GB	198.210517	231.3842569
BR	CH	LU	GB	0.06844627	0.079901861
DK	CH	LU	GB	458.0010147	5.35E+02
DE	CH	LU	GB	10.95286815	12.78600801
CH	CH	LU	GB	560.2044209	653.9637027
US	CH	LU	GB	1.574264203	1.837742811
n.a.	CH	LU	GB	8.318973586	9.71E+00
TR	TR	LU	GB	1.396987441	1.630795913
AE	AE	LU	GB	5.695538058	6.65E+00
IN	GB	LU	GB	1078.089092	1258.52476
ZA	GB	LU	GB	1885.15267	2200.663497
GB	GB	LU	GB	7760.150309	9.06E+03
US	GB	LU	GB	2498.893771	2917.12411
n.a.	GB	LU	GB	56.16248756	65.56218936
US	US	LU	GB	36577.62107	42699.4783
HK	VG	LU	GB	6835.696775	7979.761328
n.a.	VG	LU	GB	7.660777792	8.942933015
n.a.	n.a.	LU	GB	5.868653586	6.850867802
n.a.	n.a.	MW	GB	0.083860741	0.00E+00
CN	CN	MY	GB	1.996007984	0.973857953
MY	MY	MY	GB	2167.100031	1057.334248
SG	SG	MY	GB	0.259067358	0.126399698
US	US	MY	GB	3.75863783	1.833850051
n.a.	n.a.	MY	GB	4.619658676	2.253944563
CA	CA	MT	GB	1.554404145	1.086647619
n.a.	HK	MT	GB	0.296023464	0.206943087
US	CY	MT	GB	8.549222798	5.976561902
FR	FR	MT	GB	3.367875648	2.354403174
GB	IE	MT	GB	40.41450777	28.25283808
n.a.	JY	MT	GB	2.568915948	1.795869116
n.a.	LI	MT	GB	2.530815809	1.769234199
ZA	LU	MT	GB	1087.165775	760.0121915
n.a.	LU	MT	GB	2.449382716	1.712306226
DE	MT	MT	GB	122.1108063	85.36481151
IN	MT	MT	GB	51.21527778	35.80340403
MT	MT	MT	GB	11.86692208	8.295887948
ES	MT	MT	GB	10.95286815	7.656894208
SE	MT	MT	GB	58.50518522	40.89960799
GB	MT	MT	GB	33.54101148	23.44773742
US	MT	MT	GB	22.7938067	15.93461768
n.a.	MT	MT	GB	49.76203115	34.78747326
LY	MU	MT	GB	9.472750836	6.622178775
n.a.	PA	MT	GB	0.224238315	0.156759766
SE	SE	MT	GB	9.32642487	6.519885712
GB	GB	MT	GB	316.2962963	221.1153504
US	GB	MT	GB	8.976660682	6.27537374
n.a.	GB	MT	GB	0.51746529	0.361747894
US	US	MT	GB	2.200878548	1.538582769
n.a.	VG	MT	GB	0.259067358	0.181107936
n.a.	n.a.	MT	GB	4.262456918	2.979784037
CA	CA	MH	GB	10.77199282	0.918089693
MY	MY	MH	GB	1.077199282	0.091808969
GR	MH	MH	GB	0.353144325	3.16E-02
NO	MH	MH	GB	216.0743149	19.3375932
US	MH	MH	GB	14.22140372	1.272746
n.a.	MH	MH	GB	3.772021008	0.337577411
GB	GB	MH	GB	47.28750982	4.030282616
US	US	MH	GB	1920.1785	163.6555204
n.a.	n.a.	MH	GB	0.093595123	0.007977049
n.a.	KY	MU	GB	0.136892539	0.063937903
FR	FR	MU	GB	50.25906736	23.47432063
IN	IN	MU	GB	391.9612598	183.0719266
GB	JY	MU	GB	0.777202073	0.363004958
MY	MY	MU	GB	2.513464991	1.173954994
LY	MU	MU	GB	21.91666099	10.2365355
MU	MU	MU	GB	0.296023464	0.138262607
GB	MU	MU	GB	57.38016195	26.80034451
ZW	MU	MU	GB	53.25215627	24.87229183
n.a.	MU	MU	GB	58.70410881	27.41871557
NL	NL	MU	GB	196.0069444	91.54825392
ZA	ZA	MU	GB	36.89979872	17.2346554
CH	GB	MU	GB	0.071105528	0.033211001
GB	GB	MU	GB	4.847396768	2.264056059
n.a.	GB	MU	GB	0.010582011	0.004942501
US	US	MU	GB	19.69181779	9.197386043
IN	LU	MX	GB	0.888070391	0.888070391
MX	MX	MX	GB	410.7233929	410.7233929
US	US	MX	GB	30.52703628	30.52703628
LR	LR	MC	GB	79.91111111	0
GB	MC	MC	GB	27.77677983	0
n.a.	MC	MC	GB	23.15151687	0
n.a.	n.a.	MC	GB	2.052714988	0
MA	MA	MA	GB	45.34278869	45.34278869
NA	NA	NA	GB	2.592997579	2.592997579
AG	AG	NL	GB	1.234567901	3.00480292
AU	AU	NL	GB	1455.476406	3542.470001
AT	AT	NL	GB	111.4689106	271.3031074
BE	BE	NL	GB	133.4360048	324.7686064
GB	BE	NL	GB	8.699375883	21.17332714
n.a.	BE	NL	GB	11.74613081	28.5887946
HK	BM	NL	GB	20.20740741	49.18261419
NL	BM	NL	GB	59.61569205	145.0980585
GB	BM	NL	GB	1840.041242	4478.45865
US	BM	NL	GB	799.7468737	1946.49621
n.a.	BM	NL	GB	5.290238446	12.87586038
BR	BR	NL	GB	19.66757042	47.86871016
BN	BN	NL	GB	1084.816506	2640.324442
CA	CA	NL	GB	935.0394069	2275.783403
CA	KY	NL	GB	27.55555556	67.06720117
HK	KY	NL	GB	3.980246914	9.687484613
CN	KY	NL	GB	8.807711821	21.43700494
FR	KY	NL	GB	75.24222389	183.1313237
IN	KY	NL	GB	2.368187709	5.763909247
MY	KY	NL	GB	10.02883123	24.40907569
US	KY	NL	GB	84.97822594	206.8276853
n.a.	KY	NL	GB	6.099206806	14.84480068
ID	HK	NL	GB	27.6481149	67.29248047
CN	CN	NL	GB	195.4529863	475.7111401
IL	CW	NL	GB	2.590673575	6.305415453
NL	CW	NL	GB	552.6873756	1345.180478
GB	CW	NL	GB	717.3568773	1745.967992
US	CW	NL	GB	788.7234062	1919.666299
n.a.	CW	NL	GB	14.79413209	36.00729556
CZ	CY	NL	GB	127.1095153	309.3706245
RO	CY	NL	GB	0.175063474	0.426085303
US	CY	NL	GB	13.0250324	31.70150086
n.a.	CY	NL	GB	8.611734289	20.96001711
CZ	CZ	NL	GB	1.397205589	3.40064522
DK	DK	NL	GB	17.03703704	41.46628029
FI	FI	NL	GB	36.33181126	88.42764537
FR	FR	NL	GB	1867.765234	4545.935808
DE	DE	NL	GB	1874.913286	4563.333381
n.a.	GI	NL	GB	5.745062837	13.98285308
GR	GR	NL	GB	213.4329173	519.4723209
GB	GG	NL	GB	478.7751009	1165.286105
US	GG	NL	GB	64.95687468	158.0979114
HU	HU	NL	GB	82.67241549	201.2155955
US	HU	NL	GB	72.22972512	175.799232
IS	IS	NL	GB	23.12024353	56.27213796
IN	IN	NL	GB	103.7238685	252.4525242
AU	IE	NL	GB	2.368187709	5.763909247
FR	IE	NL	GB	16.24811956	39.54614164
IE	IE	NL	GB	111.1941274	270.6343154
GB	IE	NL	GB	289.2539357	704.012367
US	IE	NL	GB	7.864479375	19.14128057
IL	IL	NL	GB	2719.476031	6618.90651
IT	IT	NL	GB	88.63814252	215.735521
JP	JP	NL	GB	2656.40339	6465.394616
CA	JY	NL	GB	37.89100334	92.22254795
RU	JY	NL	GB	1.596806387	3.88645168
SE	JY	NL	GB	67.89277862	165.2435797
CH	JY	NL	GB	19.44444444	47.32564598
GB	JY	NL	GB	5357.628759	13039.88102
US	JY	NL	GB	10.16042781	24.72936734
n.a.	JY	NL	GB	2.072164245	5.043420591
KR	KR	NL	GB	1.038968048	2.528734322
KW	KW	NL	GB	12.30519431	29.94949387
n.a.	LI	NL	GB	0.197713088	0.48121198
DZ	LU	NL	GB	19.13580247	46.57776167
DE	LU	NL	GB	2.654276938	6.460679078
IN	LU	NL	GB	7.8125	19.01612246
KZ	LU	NL	GB	1202.154399	2926.120353
NL	LU	NL	GB	24.1615332	58.81071027
NO	LU	NL	GB	2142.108913	5214.029491
PT	LU	NL	GB	16.57731396	40.35023774
SE	LU	NL	GB	38.16675123	92.90030273
GB	LU	NL	GB	35.76919944	87.06450902
US	LU	NL	GB	111.8102334	272.1532275
n.a.	LU	NL	GB	28.48629978	69.33746752
MX	MX	NL	GB	146.061221	355.4969986
MC	MC	NL	GB	3.592814371	8.744516281
BH	NL	NL	GB	0.998003992	2.429292392
HK	NL	NL	GB	1.147137748	2.792306471
CN	NL	NL	GB	1371.724624	3338.984835
CZ	NL	NL	GB	11.42761102	27.81653054
EG	NL	NL	GB	529.4062408	1288.654718
FR	NL	NL	GB	325.6135838	792.5926233
DE	NL	NL	GB	105.0489112	255.7049099
IS	NL	NL	GB	17.03703704	41.47072035
IE	NL	NL	GB	2.858121035	6.957098111
IT	NL	NL	GB	292.9368894	713.0526156
JP	NL	NL	GB	379.1040131	922.796404
NL	NL	NL	GB	12531.11736	30502.63157
NO	NL	NL	GB	2.604166667	6.338934836
ES	NL	NL	GB	11.39107612	27.72759906
SE	NL	NL	GB	30.37918129	73.94751384
TR	NL	NL	GB	154.181843	375.3018838
GB	NL	NL	GB	1871.69272	4555.982664
US	NL	NL	GB	1125.450675	2739.51686
n.a.	NL	NL	GB	692.3891608	1685.379752
NZ	NZ	NL	GB	1.420226131	3.456674695
NG	NG	NL	GB	0.592046927	1.440977312
NO	NO	NL	GB	4.703767672	11.44845482
ZA	PA	NL	GB	1.46119482	3.556387994
n.a.	PA	NL	GB	4.440351954	10.80732984
PH	PH	NL	GB	0.479123888	1.166135014
PL	PL	NL	GB	0.781672939	1.902506234
RO	RO	NL	GB	1.480117318	3.602443279
RU	RU	NL	GB	21.32816901	51.91042506
SA	SA	NL	GB	330.7181319	804.9316747
SG	SG	NL	GB	129.6844301	315.637685
ZA	ZA	NL	GB	26.59320072	64.724935
ES	ES	NL	GB	104.0192593	253.171473
LK	LK	NL	GB	0.259067358	0.630541545
SE	SE	NL	GB	642.1213879	1562.853059
SE	CH	NL	GB	24.82466259	60.4205071
CH	CH	NL	GB	1330.508386	3238.311542
US	CH	NL	GB	83.34169458	202.8445474
n.a.	CH	NL	GB	5.755340578	14.00786798
TW	TW	NL	GB	5.208333333	12.67651232
TR	TR	NL	GB	0.399201597	0.97161292
UA	UA	NL	GB	452.0185936	1100.1637
AE	AE	NL	GB	215.5050815	524.5157415
AU	GB	NL	GB	198.173516	482.3326111
IE	GB	NL	GB	13.46499102	32.77231192
KZ	GB	NL	GB	228.2340904	555.4967537
NZ	GB	NL	GB	51.01133097	124.1559869
ZA	GB	NL	GB	1.813471503	4.413790817
GB	GB	NL	GB	6896.750429	16785.93442
US	GB	NL	GB	922.6678268	2245.672334
n.a.	GB	NL	GB	10.97945237	26.72278332
US	US	NL	GB	34256.94211	83377.64133
HK	VG	NL	GB	491.029934	1195.113025
US	VG	NL	GB	15.50802139	37.74482384
n.a.	VG	NL	GB	0.547570157	1.33272573
n.a.	n.a.	NL	GB	32.17399875	78.30798556
AU	AU	NZ	GB	0.588809781	0.281819965
CW	KY	NZ	GB	0.395426176	0.189261447
CN	CN	NZ	GB	15.45138889	7.395444205
DE	DE	NZ	GB	1.069518717	0.511900001
JP	JP	NZ	GB	12.02906687	5.757430189
NZ	NZ	NZ	GB	2290.857631	1096.465173
SG	SG	NZ	GB	1.295336788	0.619982515
n.a.	CH	NZ	GB	1.46795197	0.702600716
GB	GB	NZ	GB	2.469135802	1.181793831
n.a.	GB	NZ	GB	1.03626943	0.495986012
US	US	NZ	GB	448.5111912	214.6693423
n.a.	n.a.	NZ	GB	1.776140782	0.850108048
NG	NG	NG	GB	394.3352575	394.3352575
AT	AT	NO	GB	5.958549223	14.78300815
n.a.	BE	NO	GB	0.554421396	1.375505298
NO	BM	NO	GB	0.205338809	0.509440331
CN	CN	NO	GB	1.554404145	3.856436909
FR	FR	NO	GB	0.30617284	0.75960698
DE	DE	NO	GB	76.12208259	188.856939
JP	JP	NO	GB	5.331559104	13.22746171
SE	JY	NO	GB	0.366987993	0.910487819
n.a.	JY	NO	GB	0.296023464	0.734426638
SE	LU	NO	GB	27.89108743	69.19707423
NO	MH	NO	GB	1.077199282	2.672503854
n.a.	NL	NO	GB	2.944346568	7.304848493
NO	NO	NO	GB	2943.899365	7303.738994
SE	SE	NO	GB	4.198958036	10.41750744
n.a.	CH	NO	GB	0.347222222	0.861449448
AE	AE	NO	GB	1.295336788	3.213697424
n.a.	GB	NO	GB	2.961059342	7.346312457
US	US	NO	GB	45.65447932	113.267595
n.a.	n.a.	NO	GB	2.346580157	5.821805323
OM	OM	OM	GB	59.92503882	4.39190689
AE	AE	OM	GB	0.733975985	0.05379311
PK	PK	PK	GB	33.66267518	10.21645502
AE	AE	PK	GB	0.516795866	0.156844983
n.a.	BS	PA	GB	7.960493827	3.746628541
US	BM	PA	GB	2.072164245	0.97526986
n.a.	BM	PA	GB	0.182222204	0.085763386
CL	CL	PA	GB	0.612345679	0.288202195
LB	LB	PA	GB	9.548611111	4.494080354
SE	LI	PA	GB	0.30617284	0.144101098
ZA	LU	PA	GB	503.5075258	236.9772162
PK	PA	PA	GB	286.7145422	138.5091883
ES	PA	PA	GB	7.104563127	3.432149846
GB	PA	PA	GB	286.6182213	138.4626565
US	PA	PA	GB	3.691309881	1.783238239
n.a.	PA	PA	GB	111.1069406	53.67475273
US	CH	PA	GB	0.897666068	0.42248903
US	US	PA	GB	524.4740741	246.8451804
GB	VG	PA	GB	2.130963426	1.002943858
n.a.	VG	PA	GB	4.21529302	1.983939374
FR	LU	PH	GB	24.56994748	2.536075077
MY	MY	PH	GB	68.98395722	7.120426071
PH	PH	PH	GB	78.72903205	8.126298852
US	KY	PL	GB	1.397205589	2.943255743
FR	FR	PL	GB	0.077232143	0.16269184
