Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination	Estimate 1 (millions USD)	Estimate 2 (millions USD)
NL	UY		BR	6.008680556	7.717582332
GB	UY		BR	369.2718656	474.2948138
US	UY		BR	0.810373752	1.040848501
UY			BR	223.9102579	287.591566
n.a.	1		BR	0	0.71494723
n.a.	1		BR	0	1.42467839
AU	VG		BR	2.269097222	2.269097222
CA	VG		BR	13.86159734	13.86159734
GB	VG		BR	0.835500799	0.835500799
AR	VG		BR	31.42219336	31.42219336
CN	VG		BR	7.358950617	7.358950617
DK	VG		BR	3.716999962	3.716999962
n.a.	VG		BR	21.86052515	21.86052515
n.a.	VG		BR	0	3991.932563
